MEETPUNT_IDENTIFICATIE;LOCATIE_CODE;GROOTHEID_OMSCHRIJVING;GROOTHEID_ CODE;PARAMETER_OMSCHRIJVING;PARAMETER_ CODE;CAS_NR;EENHEID_CODE;WAARDEBEPALINGSMETHODE_OMSCHRIJVING;WAARNEMINGDATUM;NUMERIEKEWAARDE;ALFANUMERIEKEWAARDE;KWALITEITSOORDEEL_CODE;BEMONSTERINGSAPPARAAT_OMSCHRIJVING
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;13-2-2014;75;+.750E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;13-3-2014;29;+.290E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;10-4-2014;14;+.140E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;8-5-2014;51;+.510E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;5-6-2014;28;+.280E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;3-7-2014;48;+.480E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;31-7-2014;16;+.160E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;28-8-2014;60;+.600E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;25-9-2014;31;+.310E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;23-10-2014;36;+.360E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;20-11-2014;29;+.290E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;18-12-2014;26;+.260E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;15-1-2015;87;+.870E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;12-2-2015;30;+.300E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;12-3-2015;19;+.190E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;13-4-2015;12;+.120E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;7-5-2015;39;+.390E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;4-6-2015;20;+.200E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;2-7-2015;5;+.500E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;30-7-2015;7;+.700E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;27-8-2015;32;+.320E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;24-9-2015;44;+.440E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;22-10-2015;12;+.120E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;18-11-2015;60;+.600E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Rest Beta;RESTBTA;NVT;mBq/l;Bepaling (rest)BETA act.conc. niet vluchtige bestanddelen;17-12-2015;43;+.430E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;15-2-2012;3,03;+.303E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;11-4-2012;3,02;+.302E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;6-6-2012;5,42;+.542E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;1-8-2012;2,61;+.261E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;26-9-2012;3,57;+.357E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;21-11-2012;3,22;+.322E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;17-1-2013;2,72;+.272E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;14-3-2013;1,28;+.128E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;7-5-2013;5,01;+.501E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;4-7-2013;3,02;+.302E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;29-8-2013;2,31;+.231E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;24-10-2013;8,88;+.888E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;19-12-2013;1,53;+.153E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;13-2-2014;5,27;+.527E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;10-4-2014;12,4;+.124E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;5-6-2014;20,5;+.205E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;31-7-2014;35,6;+.356E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;25-9-2014;19,2;+.192E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;20-11-2014;4,51;+.451E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;15-1-2015;27,1;+.271E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;12-3-2015;8,98;+.898E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;7-5-2015;13,1;+.131E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;2-7-2015;8,53;+.853E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;27-8-2015;13;+.130E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;22-10-2015;7,67;+.767E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 226;Ra226;13982-63-3;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;17-12-2015;6,07;+.607E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;6-6-2012;17,9;+.179E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;1-8-2012;3,49;+.349E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;26-9-2012;3,58;+.358E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;21-11-2012;1,21;+.121E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;17-1-2013;3,19;+.319E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;14-3-2013;0,58;+.580E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;7-5-2013;3,11;+.311E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;4-7-2013;0,55;+.550E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;29-8-2013;0,57;+.570E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;24-10-2013;0,83;+.830E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;19-12-2013;1,03;+.103E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;13-2-2014;0,39;+.390E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;10-4-2014;0,1;+.1E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;5-6-2014;0,57;+.570E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;31-7-2014;1,37;+.137E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;25-9-2014;0,51;+.510E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;20-11-2014;1,75;+.175E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;15-1-2015;0,73;+.730E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;12-3-2015;1,69;+.169E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;7-5-2015;1,33;+.133E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;2-7-2015;0,64;+.640E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;27-8-2015;3,32;+.332E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;22-10-2015;0,77;+.770E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;radium 228;Ra228;15262-20-1;mBq/l;Bepaling van Ra-226 m.b.v. extractiedisks.;17-12-2015;0,29;+.290E+00;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;15-2-2012;5;+.500E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;11-4-2012;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;6-6-2012;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;1-8-2012;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;26-9-2012;2;+.200E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;21-11-2012;5;+.500E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;17-1-2013;1;+.100E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;14-3-2013;1;+.100E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;7-5-2013;1;+.100E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;4-7-2013;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;29-8-2013;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;24-10-2013;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;19-12-2013;5;+.500E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;13-2-2014;1,7;+.170E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;10-4-2014;1;+.100E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;5-6-2014;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;31-7-2014;6,3;+.630E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;25-9-2014;6,4;+.640E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;20-11-2014;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;15-1-2015;1,17;+.117E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;12-3-2015;1,7;+.170E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;7-5-2015;2,53;+.253E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;2-7-2015;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;27-8-2015;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;22-10-2015;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;strontium 90;Sr90;10098-97-2;mBq/l;Bep. van Sr89 en Sr90 activiteitsconc. in water;17-12-2015;1;+.1E+01;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;18-1-2012;118;+.118E+03;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;15-2-2012;88;+.880E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;14-3-2012;180;+.180E+03;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;11-4-2012;106;+.106E+03;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;9-5-2012;71;+.710E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;6-6-2012;195;+.195E+03;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;4-7-2012;36;+.360E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;1-8-2012;119;+.119E+03;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;29-8-2012;49;+.490E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;26-9-2012;65;+.650E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;24-10-2012;61;+.610E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;21-11-2012;87;+.870E+02;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;19-12-2012;120;+.120E+03;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;17-1-2013;162;+.162E+03;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;14-2-2013;130;+.130E+03;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;14-3-2013;172;+.172E+03;Normale waarde;Pomp
Maassluis;MAASSS;Activiteitsconcentratie;ACTVTCCTTE;Totaal Alfa;TOTAFA;NVT;mBq/l;Radioactiviteitsbep. massieke totale alfa-act., dikkelaagmet;11-4-2013;111;+.111E+03;Normale waarde;Pomp
